Year,Species,Stock,ESU,ER,Citation
2013,Chinook,Sil,Oregon Coast Chinook salmon,0.399,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2014,Chinook,Sil,Oregon Coast Chinook salmon,0.382,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2015,Chinook,Sil,Oregon Coast Chinook salmon,0.533,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2016,Chinook,Sil,Oregon Coast Chinook salmon,0.504,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,Sil,Oregon Coast Chinook salmon,0.542,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,Sil,Oregon Coast Chinook salmon,0.784,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,Sil,Oregon Coast Chinook salmon,0.515,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,Sil,Oregon Coast Chinook salmon,0.387,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,Sil,Oregon Coast Chinook salmon,NA,NA
2022,Chinook,Sil,Oregon Coast Chinook salmon,NA,NA
1974,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1975,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1976,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1977,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1978,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1979,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1980,Chinook,Siu,Oregon Coast Chinook salmon,0.578,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1981,Chinook,Siu,Oregon Coast Chinook salmon,0.624,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1982,Chinook,Siu,Oregon Coast Chinook salmon,0.439,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1983,Chinook,Siu,Oregon Coast Chinook salmon,0.623,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,Siu,Oregon Coast Chinook salmon,0.586,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,Siu,Oregon Coast Chinook salmon,0.625,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1986,Chinook,Siu,Oregon Coast Chinook salmon,0.587,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,Siu,Oregon Coast Chinook salmon,0.539,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,Siu,Oregon Coast Chinook salmon,0.391,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,Siu,Oregon Coast Chinook salmon,0.476,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,Siu,Oregon Coast Chinook salmon,0.528,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,Siu,Oregon Coast Chinook salmon,0.569,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,Siu,Oregon Coast Chinook salmon,0.432,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,Siu,Oregon Coast Chinook salmon,0.765,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,Siu,Oregon Coast Chinook salmon,0.483,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1995,Chinook,Siu,Oregon Coast Chinook salmon,0.404,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,Siu,Oregon Coast Chinook salmon,0.43,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,Siu,Oregon Coast Chinook salmon,0.585,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,Siu,Oregon Coast Chinook salmon,0.508,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1999,Chinook,Siu,Oregon Coast Chinook salmon,0.398,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,Siu,Oregon Coast Chinook salmon,0.535,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2001,Chinook,Siu,Oregon Coast Chinook salmon,0.476,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,Siu,Oregon Coast Chinook salmon,0.477,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,Siu,Oregon Coast Chinook salmon,0.412,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,Siu,Oregon Coast Chinook salmon,0.488,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2005,Chinook,Siu,Oregon Coast Chinook salmon,0.55,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2006,Chinook,Siu,Oregon Coast Chinook salmon,0.651,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2007,Chinook,Siu,Oregon Coast Chinook salmon,0.678,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2008,Chinook,Siu,Oregon Coast Chinook salmon,0.466,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2009,Chinook,Siu,Oregon Coast Chinook salmon,0.538,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2010,Chinook,Siu,Oregon Coast Chinook salmon,0.414,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2011,Chinook,Siu,Oregon Coast Chinook salmon,0.508,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2012,Chinook,Siu,Oregon Coast Chinook salmon,0.539,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2013,Chinook,Siu,Oregon Coast Chinook salmon,0.521,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2014,Chinook,Siu,Oregon Coast Chinook salmon,0.435,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2015,Chinook,Siu,Oregon Coast Chinook salmon,0.489,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2016,Chinook,Siu,Oregon Coast Chinook salmon,0.614,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,Siu,Oregon Coast Chinook salmon,0.581,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,Siu,Oregon Coast Chinook salmon,0.832,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,Siu,Oregon Coast Chinook salmon,0.605,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,Siu,Oregon Coast Chinook salmon,0.449,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
2022,Chinook,Siu,Oregon Coast Chinook salmon,NA,NA
1974,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1975,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1976,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1977,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1978,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1979,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1980,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1981,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1982,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1983,Chinook,Sou,Oregon Coast Chinook salmon,0.319,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,Sou,Oregon Coast Chinook salmon,0.227,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,Sou,Oregon Coast Chinook salmon,0.139,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1986,Chinook,Sou,Oregon Coast Chinook salmon,0.495,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,Sou,Oregon Coast Chinook salmon,0.369,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,Sou,Oregon Coast Chinook salmon,0.314,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,Sou,Oregon Coast Chinook salmon,0.251,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,Sou,Oregon Coast Chinook salmon,0.237,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,Sou,Oregon Coast Chinook salmon,0.25,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,Sou,Oregon Coast Chinook salmon,0.282,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,Sou,Oregon Coast Chinook salmon,0.419,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,Sou,Oregon Coast Chinook salmon,0.255,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1995,Chinook,Sou,Oregon Coast Chinook salmon,0.222,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,Sou,Oregon Coast Chinook salmon,0.284,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,Sou,Oregon Coast Chinook salmon,0.296,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,Sou,Oregon Coast Chinook salmon,0.522,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1999,Chinook,Sou,Oregon Coast Chinook salmon,0.387,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,Sou,Oregon Coast Chinook salmon,0.408,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2001,Chinook,Sou,Oregon Coast Chinook salmon,0.396,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,Sou,Oregon Coast Chinook salmon,0.389,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,Sou,Oregon Coast Chinook salmon,0.415,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,Sou,Oregon Coast Chinook salmon,0.383,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2005,Chinook,Sou,Oregon Coast Chinook salmon,0.705,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2006,Chinook,Sou,Oregon Coast Chinook salmon,0.546,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2007,Chinook,Sou,Oregon Coast Chinook salmon,0.431,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2008,Chinook,Sou,Oregon Coast Chinook salmon,0.325,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2009,Chinook,Sou,Oregon Coast Chinook salmon,0.375,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2010,Chinook,Sou,Oregon Coast Chinook salmon,0.427,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2011,Chinook,Sou,Oregon Coast Chinook salmon,0.511,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2012,Chinook,Sou,Oregon Coast Chinook salmon,0.502,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2013,Chinook,Sou,Oregon Coast Chinook salmon,0.514,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2014,Chinook,Sou,Oregon Coast Chinook salmon,0.492,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2015,Chinook,Sou,Oregon Coast Chinook salmon,0.275,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2016,Chinook,Sou,Oregon Coast Chinook salmon,0.529,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2017,Chinook,Sou,Oregon Coast Chinook salmon,0.389,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2018,Chinook,Sou,Oregon Coast Chinook salmon,0.427,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2019,Chinook,Sou,Oregon Coast Chinook salmon,0.516,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2020,Chinook,Sou,Oregon Coast Chinook salmon,0.417,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2021,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
2022,Chinook,Sou,Oregon Coast Chinook salmon,NA,NA
1974,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1975,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1976,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1977,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1978,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1979,Chinook,SRH,Oregon Coast Chinook salmon,NA,NA
1980,Chinook,SRH,Oregon Coast Chinook salmon,0.684,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1981,Chinook,SRH,Oregon Coast Chinook salmon,0.719,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1982,Chinook,SRH,Oregon Coast Chinook salmon,0.578,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1983,Chinook,SRH,Oregon Coast Chinook salmon,0.628,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1984,Chinook,SRH,Oregon Coast Chinook salmon,0.628,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1985,Chinook,SRH,Oregon Coast Chinook salmon,0.687,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1986,Chinook,SRH,Oregon Coast Chinook salmon,0.846,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1987,Chinook,SRH,Oregon Coast Chinook salmon,0.636,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1988,Chinook,SRH,Oregon Coast Chinook salmon,0.431,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1989,Chinook,SRH,Oregon Coast Chinook salmon,0.585,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1990,Chinook,SRH,Oregon Coast Chinook salmon,0.662,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1991,Chinook,SRH,Oregon Coast Chinook salmon,0.705,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1992,Chinook,SRH,Oregon Coast Chinook salmon,0.496,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1993,Chinook,SRH,Oregon Coast Chinook salmon,0.726,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1994,Chinook,SRH,Oregon Coast Chinook salmon,0.549,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1995,Chinook,SRH,Oregon Coast Chinook salmon,0.502,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1996,Chinook,SRH,Oregon Coast Chinook salmon,0.725,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1997,Chinook,SRH,Oregon Coast Chinook salmon,0.575,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1998,Chinook,SRH,Oregon Coast Chinook salmon,0.489,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
1999,Chinook,SRH,Oregon Coast Chinook salmon,0.596,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2000,Chinook,SRH,Oregon Coast Chinook salmon,0.418,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2001,Chinook,SRH,Oregon Coast Chinook salmon,0.504,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2002,Chinook,SRH,Oregon Coast Chinook salmon,0.666,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2003,Chinook,SRH,Oregon Coast Chinook salmon,0.609,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
2004,Chinook,SRH,Oregon Coast Chinook salmon,0.604,Pacific Salmon Commission Chinook Technical Committee. Downloaded from https://www.psc.org/download/638/data-sets/15443/tcchinook-23-06-appendix-c-mortality-distribution-tables-detailed.xlsx
